,score,popularity,genre
2200,5.89,7281,"Action, Comedy, Fantasy, Hentai, Horror, Mecha, Romance, Supernatural"
2201,7.09,3652,"Demons, Horror, Sci-Fi, Supernatural"
2202,7.4,3161,"Adventure, Comedy, Fantasy, Magic, Supernatural"
2203,6.87,2939,"Comedy, Ecchi, Harem, Romance"
2204,7.49,430,"Adventure, Comedy, Sci-Fi, Shounen, Super Power"
2205,7.72,339,"Comedy, Romance, School, Shoujo"
2206,6.29,9404,"Action, Military, Sci-Fi, Police, Mecha"
2207,7.8,1958,"Action, Mystery, Supernatural, Seinen"
2208,8.01,314,"Action, Adventure, Fantasy, Game, Magic, Supernatural"
2209,7.03,2668,"Action, Comedy, Fantasy, Mystery, Shounen Ai, Supernatural, Vampire"
2212,6.23,4496,Ecchi
2213,7.32,410,"Action, Ecchi, Fantasy, School"
2214,7.46,1110,"Comedy, Harem, Music, Romance, School, Shoujo"
2216,6.0,14130,"Adventure, Kids, Space"
2218,8.52,256,"Josei, Slice of Life"
2220,6.13,8935,"Dementia, Sci-Fi"
2222,5.91,4898,"Action, Sci-Fi, Super Power"
2223,7.01,3831,"Action, Mystery, Comedy, Shoujo"
2224,7.13,713,"Comedy, Parody, School, Shoujo Ai"
2225,6.48,2791,"Music, Comedy"
2226,6.49,10209,"Adventure, Comedy, Fantasy, Kids, Romance, Shounen"
2227,6.45,11461,"Action, Drama, Martial Arts, Music"
2228,7.0,2677,"Drama, Romance, School"
2229,4.9,13925,"Historical, Parody"
2230,7.48,4443,"Action, Comedy, Police, Shounen"
2231,6.69,4406,"Fantasy, Kids"
2232,6.23,2591,"Sci-Fi, Magic, Fantasy"
2233,5.97,9386,"Comedy, Romance, Slice of Life"
2234,7.81,1246,"Action, Supernatural, Fantasy"
2237,7.35,3526,"Comedy, School, Shounen"
2240,6.59,4067,"Comedy, Ecchi, Shounen, Sports"
2241,8.27,588,"Comedy, Demons, Supernatural, Romance, Fantasy, Shoujo"
2242,4.56,11641,"Sci-Fi, Comedy, Kids"
2243,6.87,1501,"Action, Sci-Fi, Space, Horror, Drama, Seinen"
2244,6.78,694,"Harem, Mystery, Comedy, Romance, Ecchi, School"
2245,7.09,2061,"Comedy, School, Slice of Life"
2246,6.88,1154,"Action, Sci-Fi, Adventure, Comedy, Fantasy, Shounen"
2248,7.24,3697,"Action, Adventure, Comedy, Mystery, Romance"
2249,7.79,2873,"Comedy, Historical, Parody"
2250,7.14,1445,"Action, Harem, Demons, Romance, Ecchi, Fantasy"
2251,6.32,5653,"Action, Adventure, Comedy, Shounen"
2252,7.62,772,"Action, Drama, Horror, School, Seinen, Supernatural"
2255,7.33,2491,"Sci-Fi, Adventure, Mecha, Shounen"
2256,7.47,827,"Action, Comedy, Martial Arts, Shounen, Super Power"
2257,6.38,3835,"Comedy, Mecha, Romance, Sci-Fi, Shoujo Ai, Shounen"
2258,6.32,7656,Comedy
2260,6.51,8495,"Comedy, Slice of Life"
2261,8.13,300,"Adventure, Comedy, Fantasy, Magic, School"
2263,7.4,1279,"Comedy, Romance, School, Shounen"
2265,6.94,2776,"Action, Super Power, Martial Arts, Samurai, Historical"
2266,7.9,2469,"Action, Mecha, Military, Music, Romance, Sci-Fi, Space"
2267,7.3,1686,"Comedy, Drama, Fantasy, Magic, Romance, Shoujo, Super Power"
2269,7.7,1653,"Action, School, Supernatural, Vampire"
2270,7.08,4977,"Action, Sci-Fi, Space"
2271,7.25,2299,"Action, Sci-Fi, Super Power"
2272,7.33,1509,"Action, Adventure, Comedy, Drama, Fantasy, Kids"
2274,7.67,2489,"Action, Super Power, Supernatural"
2275,6.38,2595,"Action, Thriller, Drama, Mystery, Sci-Fi"
2276,6.4,7571,"Action, Military, Sci-Fi, Mecha"
2277,6.98,6961,"Action, Comedy, Sci-Fi"
2278,6.86,3908,"Hentai, Demons, Supernatural, School"
2279,6.14,6809,"Comedy, Ecchi, Supernatural"
2280,8.17,1010,"Sci-Fi, Slice of Life"
2281,5.63,9655,Sci-Fi
2282,6.57,2940,"Adventure, Comedy, Fantasy, Kids"
2283,7.16,3347,"Action, Adventure, Demons, Supernatural, Magic, Fantasy"
2284,7.31,6485,"Adventure, Comedy"
2285,7.07,2585,"Comedy, Ecchi, Magic, Parody, Vampire"
2287,7.56,1292,"Super Power, Drama, School"
2288,8.22,627,"Music, Comedy"
2289,6.66,5761,Music
2290,7.92,1722,"Action, Sci-Fi, Mecha"
2292,8.2,787,"Comedy, School, Shounen, Sports"
2295,6.4,3964,"Sci-Fi, Adventure, Mystery, Dementia, Police, Psychological, Thriller, Mecha"
2296,6.62,5028,"Action, Adventure, Fantasy, Romance, Sci-Fi"
2298,7.33,5912,"Action, Adventure, Magic, Fantasy"
2299,6.8,4169,"Action, Game, Shounen"
2302,7.19,1018,"Slice of Life, Comedy, School"
2303,7.11,719,"Action, Comedy, Drama, Josei, Supernatural, Vampire"
2304,7.14,3041,"Adventure, Comedy, Ecchi, Fantasy, Historical"
2305,6.41,9554,"Action, Mecha, Super Power, Sci-Fi"
2306,4.28,10184,"Comedy, Magic"
2307,7.73,423,"Demons, Magic, Romance, Shoujo"
2308,5.71,5808,"Fantasy, Kids, Psychological, Slice of Life"
2309,7.28,4124,"Military, Sci-Fi, Space, Drama, Mecha"
2310,6.53,2710,"Comedy, Magic"
2311,5.57,10930,"Slice of Life, Seinen"
2312,7.7,1249,"Adventure, Drama, Sci-Fi, Slice of Life"
2314,7.5,6546,"Comedy, Historical, Romance, Supernatural"
2316,6.65,7239,"Action, Adventure, Mecha, Sci-Fi, Shounen"
2318,7.18,2803,"Action, Comedy, Sci-Fi, Shounen"
2319,5.43,5886,"Military, Comedy, Ecchi"
2321,7.46,4693,"Comedy, Kids, Slice of Life"
2322,6.87,5033,"Comedy, School"
2323,7.08,2243,"Action, Adventure, Comedy, Fantasy"
2324,7.36,5260,Comedy
2325,7.31,1629,"Comedy, Magic, Fantasy"
2326,7.88,761,"Action, Space, Mecha, Romance, Military, Drama, Sci-Fi"
2327,4.95,10229,"Comedy, Supernatural"
2328,5.15,13423,Fantasy
2329,6.86,6444,Music
2331,5.92,2532,"Action, Demons, Fantasy, Magic, Supernatural"
2332,5.99,8774,"Comedy, Sci-Fi, Shounen"
2334,6.59,6704,Parody
2335,6.77,3111,"Adventure, Magic, Comedy, Romance, Shoujo"
2336,6.86,1890,"Action, Adventure, Historical, Ecchi, Martial Arts, Fantasy"
2337,7.51,372,"Slice of Life, Comedy, Romance, School"
2338,6.09,9252,"Mystery, Comedy, Horror, Demons, Supernatural, Vampire"
2339,7.17,3730,"Adventure, Comedy, Historical, Martial Arts, Samurai"
2341,6.98,2778,"Action, Sci-Fi, Drama, Mecha"
2343,6.7,1474,"Adventure, Comedy, Fantasy, Game, Sci-Fi, Shounen"
2345,6.99,4006,"Adventure, Comedy, Drama, Fantasy, Magic, Romance, Sci-Fi, Shoujo"
2346,6.57,5179,"Comedy, Mystery, Super Power"
2348,7.05,7188,"Drama, Fantasy, Historical"
2349,6.32,8614,Comedy
2352,6.8,940,"Ecchi, Fantasy, Game"
2353,7.44,1552,"Action, Supernatural, Fantasy"
2354,7.2,2296,"Comedy, Magic"
2355,7.02,833,"Sports, Drama, School"
2356,5.86,12220,"Comedy, Parody, Sci-Fi, Space"
2357,5.58,9143,
2358,7.93,975,"Action, Drama, Fantasy, Horror, Romance, Sci-Fi, Vampire"
2360,7.75,2423,"Action, Super Power, Supernatural"
2361,6.68,2570,"Adventure, Ecchi, Fantasy, Magic, Mystery, Shoujo Ai"
2364,8.55,45,"Slice of Life, Supernatural, Drama"
2365,5.84,7615,Hentai
2366,6.78,3208,Sci-Fi
2370,7.52,3779,"Comedy, Mecha, Shounen"
2371,7.37,2860,"Slice of Life, Comedy, School"
2372,3.51,7841,"Comedy, Music"
2373,2.89,14241,"Music, Kids"
2376,6.69,11053,"Comedy, Sci-Fi"
2377,7.63,1069,"Action, Mecha, Military, Sci-Fi, Space"
2378,7.44,776,"Action, Adventure, Fantasy, Magic, Comedy, Military, Drama, Shounen"
2381,8.34,139,"Slice of Life, Comedy, School"
2383,6.75,607,"Comedy, Ecchi, Magic"
2384,5.19,6298,"Dementia, Drama, Psychological, Romance, Shounen Ai"
2387,7.86,377,"Slice of Life, Comedy, Sports, Drama, School"
2388,7.23,3232,"Sci-Fi, Fantasy, Josei"
2390,6.33,5848,"Comedy, Slice of Life"
2392,7.51,2658,Hentai
2393,6.5,9347,"Adventure, Comedy, Fantasy, Mecha, Shounen"
2394,7.38,6439,"Action, Adventure, Historical, Martial Arts, Shounen"
2395,7.24,5001,"Action, Kids, Mecha"
2399,7.66,5954,"Slice of Life, Adventure"
2400,6.31,2997,Comedy
2401,6.1,5743,Slice of Life
2402,7.67,2169,"Action, Military, Sci-Fi, Magic"
2403,6.66,7623,"Action, Mystery, Comedy, Police"
2404,6.17,8863,"Mecha, Military, Sci-Fi"
2405,6.34,6757,"Comedy, Sports, School, Shounen"
2406,8.08,414,"Mystery, Comedy, Psychological, Supernatural, Drama"
2407,6.89,3845,"Action, Comedy, Supernatural, Drama, Vampire, Josei"
2408,6.99,4058,"Horror, Supernatural"
2409,4.0,11349,"Slice of Life, Comedy"
2410,6.65,7018,"Action, Adventure, Fantasy, Kids"
2412,6.72,6867,"Sci-Fi, Adventure, Space"
2413,7.25,5553,"Slice of Life, Drama"
2414,7.03,350,"Action, Adventure, Martial Arts, Shounen, Super Power"
2415,7.56,4200,"Action, Comedy, Sports, School, Shounen"
2416,7.18,5212,"Comedy, Sci-Fi"
2417,6.8,3900,Comedy
2418,7.76,3416,"Adventure, Comedy, Martial Arts, Romance, Shounen, Supernatural"
2420,7.31,3684,"Adventure, Mystery, Comedy, Police, Shounen"
2422,6.5,5893,"Adventure, Comedy, Fantasy, Kids"
2423,7.58,3947,"Mystery, Seinen"
2425,8.17,1751,"Adventure, Drama, Music, Sci-Fi"
2426,7.13,1987,"Action, Adventure, Sci-Fi"
2427,4.86,13546,Fantasy
2428,5.78,7907,Adventure
2429,6.55,7911,"Comedy, Sci-Fi, Shounen"
2432,7.78,823,"Sci-Fi, Adventure, Comedy, Magic"
2434,8.53,105,"Action, Military, Horror, Supernatural, Vampire, Seinen"
2436,6.69,5181,Hentai
2437,6.0,11801,"Action, Sports, Shounen"
2440,5.16,7044,"Romance, Drama, Seinen"
2442,6.85,4778,Hentai
2445,5.85,4154,"Comedy, Mystery, Super Power"
2447,7.03,1247,"Action, Drama, Historical, Horror, Romance, Sci-Fi, Vampire"
2450,8.21,634,"Drama, Mystery, Sci-Fi, Supernatural, Thriller"
2451,7.68,234,"Comedy, School, Shounen, Slice of Life"
2452,6.32,8141,"Comedy, Drama"
2453,5.33,10211,"Adventure, Comedy, Kids, Fantasy"
2454,7.11,1522,"Adventure, Romance, Mecha, Military, Sci-Fi, Horror, Space, Drama"
2456,6.02,5783,Hentai
2458,7.22,4558,"Drama, Music"
2459,7.05,1055,"Action, Supernatural, Mecha"
2461,6.24,7520,"Action, Military, Sci-Fi, Space, Mecha"
2463,8.32,370,"Action, Mystery, Supernatural, Seinen"
2465,6.27,3440,"Drama, Harem, Romance, School, Slice of Life"
2466,6.79,375,"Action, Sci-Fi, Harem, Comedy, Ecchi, Mecha"
2467,6.83,8751,"Action, Shounen, Sports"
2468,5.67,8984,"Adventure, Fantasy"
2469,6.48,2797,"Comedy, Supernatural"
2470,6.89,6517,"Fantasy, Kids, Magic, Shoujo"
2471,6.16,12710,"Music, Romance, Fantasy"
2472,7.55,2292,"Mecha, Police, Psychological, Sci-Fi"
2473,7.61,1895,"Action, Adventure, Comedy, Super Power, Fantasy, Shounen"
2475,7.72,1803,"Parody, Slice of Life, Comedy"
2476,7.59,3430,"Mystery, Comedy, Parody"
2477,4.2,13118,"Sci-Fi, Slice of Life, Comedy, Kids, School"
2480,8.21,834,"Mystery, Comedy, Psychological, Drama, Fantasy, Shoujo"
2482,7.16,5946,"Comedy, Drama"
2484,7.57,417,"Adventure, Game, Shounen"
2488,7.67,197,"Action, Adventure, Fantasy, Game, Magic"
2491,8.02,1458,"Sports, Comedy, School, Shounen"
2492,6.32,1594,"Ecchi, Romance, Seinen, Yuri"
2493,7.67,2542,"Slice of Life, Comedy, Super Power, Drama, Romance, School, Shounen"
2494,7.03,5235,"Drama, Historical"
2495,6.71,4915,"Action, Adventure, Comedy, Fantasy, Magic"
2497,7.35,2839,"Action, Mecha, Sci-Fi"
2498,6.97,2844,"Drama, Sports"
2499,7.26,1087,"Action, Comedy, Drama, Fantasy, Mecha, Romance, Sci-Fi"
2500,7.74,1224,"Action, Fantasy, Mecha, Military, Shounen"
2502,5.1,6774,"Action, Sci-Fi, Ecchi, Martial Arts, Shounen"
2503,7.15,4097,Hentai
2505,7.66,3756,"Comedy, Sports, School, Shounen"
2506,6.16,6210,"Hentai, School"
2507,6.57,4941,Hentai
2508,6.6,8111,Music
2509,4.63,13436,"Fantasy, Kids"
2510,7.89,1574,"Action, Fantasy, Mecha, Military, Shounen"
2511,6.03,10134,"Adventure, Comedy, Kids, Sci-Fi"
2513,6.06,7437,"Comedy, Seinen, Slice of Life"
2514,3.85,9187,"Comedy, Shoujo"
2515,7.09,7533,"Adventure, Comedy, Fantasy, Mecha, Shounen"
2517,5.58,6912,"Action, Demons, Fantasy, Hentai"
2518,7.22,1855,"Fantasy, Romance, Comedy, Drama"
2519,5.8,9866,"Comedy, Drama, Mystery, Romance, School, Slice of Life"
2522,6.94,2982,"Comedy, Romance, Seinen, Supernatural"
2526,6.88,502,"Drama, Romance, School, Shoujo Ai"
2527,7.53,2240,"Adventure, Game, Shounen"
2528,6.8,1665,"Comedy, Supernatural, School, Seinen"
2529,6.36,5774,"Hentai, School"
2532,7.86,1640,"Comedy, Historical, Parody"
2533,6.56,1462,"Adventure, Comedy, Shounen"
2534,7.36,2013,"Action, Drama, Mecha, Military, Sci-Fi"
2535,7.26,1813,"Action, Adventure, Martial Arts, Shounen, Super Power"
2536,6.94,2716,"Action, Fantasy, Shounen"
2538,7.2,17,"Action, Game, Adventure, Romance, Fantasy"
2539,6.64,7849,"Comedy, Fantasy, Kids"
2541,6.03,9963,"Action, Adventure, Comedy, Martial Arts, Shounen"
2542,6.65,2354,"Comedy, Magic, Sci-Fi, Shounen"
2544,5.23,10414,"Sci-Fi, Adventure, Comedy, Kids"
2545,7.05,1840,"Comedy, School, Slice of Life"
2547,6.22,3907,"Comedy, Ecchi, Game"
2548,8.51,84,"Action, Slice of Life, Comedy, Supernatural"
2549,7.3,1023,"Fantasy, Harem, Romance, Shoujo, Supernatural"
2550,6.24,7075,Drama
2551,6.38,3257,"Comedy, Ecchi, Romance, Seinen, Supernatural"
2552,7.99,68,"Comedy, Mystery, Parody, School, Sci-Fi, Slice of Life"
2554,6.84,3988,"Action, Comedy, Fantasy, Magic"
2555,7.41,5198,"Comedy, Kids, Sci-Fi, Shounen"
2557,7.58,1505,"Action, Sci-Fi, Psychological"
2558,7.39,5714,"Space, Mecha, Military, Sci-Fi"
2559,7.36,2819,"Action, Shounen, Sports"
2560,5.66,8910,"Magic, Comedy, Shounen"
2561,6.7,3110,"Slice of Life, Comedy, Supernatural, Seinen"
2562,6.34,1143,"Action, Harem, Super Power, Ecchi, Martial Arts, School"
2566,7.75,1099,"Adventure, Drama, Fantasy, Military, Sci-Fi"
2567,7.45,1048,"Action, Comedy, Parody, Fantasy, Shounen"
2568,7.77,362,"Action, Comedy, Parody, Supernatural, Ecchi"
2570,6.17,7255,Sci-Fi
2571,6.77,3859,"Military, Comedy, Parody"
2573,8.2,1082,"Action, Historical, Military, Seinen"
2574,6.74,2821,"Supernatural, Drama, Magic, Romance, Fantasy"
2576,5.9,6199,Hentai
2577,7.64,1991,"Comedy, School, Seinen, Slice of Life"
2578,6.77,7724,"Slice of Life, Comedy, Ecchi, School, Seinen"
2580,7.29,997,"Adventure, Comedy, Fantasy"
2582,6.9,11121,"Slice of Life, Mecha"
2583,7.27,3605,"Action, Historical, Martial Arts, Samurai"
2585,6.19,5710,"Drama, Hentai, Psychological, School"
2587,8.55,753,"Comedy, Sports, Drama, School, Shounen"
2590,6.22,2685,"Comedy, Romance, Hentai"
2592,6.61,2517,"Slice of Life, Comedy"
2593,4.89,10668,Action
2594,5.86,6252,"Sci-Fi, Adventure, Fantasy"
2595,7.09,7194,"Music, Shoujo"
2596,7.36,2355,"Action, Adventure, Comedy, Supernatural, Drama, Josei"
2597,6.15,4068,"Action, Sci-Fi, Super Power, Martial Arts, Shounen"
2598,6.24,6642,"Comedy, Fantasy, Kids, Supernatural, Vampire"
2599,6.09,4235,"Romance, Drama"
2600,7.71,961,"Action, Adventure, Comedy, Space"
2601,7.33,1555,"Action, Comedy, Shounen"
2602,6.86,2508,"Slice of Life, Comedy"
2603,8.31,138,"Action, Sci-Fi, Adventure, Comedy, Drama, Shounen"
2604,6.61,1941,"Action, Martial Arts, School, Shoujo"
2605,8.22,475,"Action, Comedy, Martial Arts, School, Shounen"
2607,8.02,841,"Action, Comedy, Ecchi, Fantasy, Harem, Mecha, School"
2609,6.53,1919,"Action, Mecha"
2612,7.92,3876,"Cars, Seinen, Sports"
2613,6.84,4708,"Comedy, Parody, Romance, School"
2614,6.62,2747,"Sci-Fi, Comedy, Romance, Ecchi, School"
2615,7.68,1829,"Adventure, Comedy, Supernatural, Drama, Shounen"
2616,6.73,8318,"Game, Adventure, Space"
2617,6.83,1348,"Sci-Fi, Drama, Romance, School"
2618,7.74,6451,"Action, Adventure, Mecha, Sci-Fi"
2621,6.64,3024,"Fantasy, Shoujo"
2622,5.95,2010,"Action, Adventure, Ecchi, Fantasy, Parody, Shounen"
2625,7.83,14,"Action, Demons, Fantasy, Shounen, Supernatural"
2626,7.65,1004,"Action, Super Power, Supernatural, Shounen"
2627,7.08,3836,Hentai
2629,7.01,2976,"Action, Military, Sci-Fi"
2630,7.1,3962,"Historical, Kids, Supernatural"
2631,7.99,942,"Slice of Life, Supernatural, Drama"
2632,7.58,4469,"Parody, Comedy"
2633,7.65,1241,"Drama, Magic, Romance, Shoujo"
2636,6.56,4771,"Comedy, Seinen"
2637,7.8,25,"Action, Adventure, Drama, Fantasy, Shounen"
2638,6.33,971,"Comedy, Ecchi, Fantasy, Romance"
2639,7.31,892,"Action, Fantasy, Mecha, School"
2642,6.1,9970,Comedy
2643,7.0,8256,Music
2644,7.06,4971,"Adventure, Comedy, Fantasy"
2646,7.46,1916,"Comedy, Fantasy, Magic, Romance, School, Shoujo"
2647,6.26,5778,"Hentai, Demons"
2651,4.85,7688,"Action, Ecchi, Parody, Adventure, Game, Comedy, School"
2652,6.71,13630,"Comedy, Historical, Kids"
2653,7.3,360,"Slice of Life, Comedy, Supernatural, Romance, School"
2654,6.31,10254,"Historical, Drama, Romance, Shoujo"
2655,6.42,5377,Hentai
2656,8.41,349,"Action, Adventure, Supernatural, Magic, Fantasy, Shounen"
2657,5.09,11084,"Action, Game, Comedy, Kids"
2658,8.87,649,"Action, Mystery, Supernatural, Vampire"
2660,6.0,4554,"Comedy, Parody, Fantasy"
2662,5.57,4492,"Action, Military, Sci-Fi, Shoujo Ai, Yuri"
2663,7.29,2799,"Comedy, Drama, Romance, Shoujo"
2664,7.72,2020,"Action, Supernatural, Fantasy"
2666,5.99,7508,"Fantasy, Magic, Comedy"
2667,8.21,2110,"Adventure, Mystery, Comedy, Police, Shounen"
2669,7.82,2673,"Action, Sci-Fi, Adventure, Space, Drama, Seinen"
2672,7.95,587,"Action, Mystery, Supernatural, Romance, Thriller"
2673,4.82,10984,"Adventure, Mystery, Kids, Fantasy"
2674,7.52,1899,"Action, Adventure, Fantasy, Magic, Shounen, Supernatural"
2675,7.04,2825,"Comedy, Fantasy, Kids, Romance, School, Shounen"
2677,7.89,901,"Comedy, Parody, School, Slice of Life"
2678,6.37,6587,"Action, Sci-Fi, Adventure, Mystery, Super Power, Seinen"
2680,6.3,5761,"Action, Adventure, Fantasy, Magic, Drama, Seinen"
2682,7.48,868,"Mystery, Comedy, Super Power, Drama"
2683,6.62,3611,"Action, Drama, Shounen"
2685,7.92,1640,"Action, Mecha, Military, Shounen"
2686,7.59,3512,"Action, Comedy, Super Power, Fantasy, Shounen"
2687,7.26,3272,"Action, Horror, Drama, Fantasy"
2688,6.59,8937,"Action, Sci-Fi, Space, Comedy, Parody, Mecha, School"
2690,7.55,715,"Comedy, Shounen, Slice of Life"
2691,6.34,3211,"Military, Magic"
2692,6.22,7271,Hentai
2693,6.82,8842,Sports
2694,5.91,9537,"Sci-Fi, Adventure, Mystery, Romance"
2695,7.36,1981,"Fantasy, Romance, Shoujo, Supernatural"
2696,6.25,9889,Game
2697,7.15,2426,"Action, Horror, Supernatural, Shounen"
2698,7.31,1112,"Sports, School, Shounen"
2699,4.89,13700,Comedy
2700,5.64,5802,Magic
2701,8.58,599,"Ecchi, School, Shounen"
2702,6.18,12850,"Comedy, Sports"
2703,8.04,530,"Slice of Life, Mystery, Psychological, Drama, Fantasy"
2704,6.86,2554,"Magic, Music, Shounen"
2705,6.28,862,"Action, Sci-Fi, Super Power, Psychological"
2706,6.7,5019,"Action, Sci-Fi, Drama, Mecha"
2707,6.65,5325,Hentai
2708,5.16,11809,"Action, Adventure, Mecha, Sci-Fi, Shounen, Super Power"
2709,6.87,2739,"Action, Historical, Drama"
2711,7.76,4777,"Comedy, Drama, Romance, Shounen, Slice of Life"
2713,6.57,2627,"Harem, Fantasy, Shoujo"
2714,5.29,14144,Kids
2715,4.65,10730,"Magic, Comedy"
2717,6.92,2891,Hentai
2718,6.41,1636,"Supernatural, Shounen"
2719,7.42,1447,"Action, Comedy, Drama, Magic, Seinen"
2721,5.55,6220,"Action, Adventure, Mecha, Police, Sci-Fi"
2723,5.81,11578,"Kids, Comedy, Sci-Fi"
2724,7.32,5909,"Action, Adventure, Comedy, Seinen"
2726,5.6,9210,"Action, Sports"
2729,6.43,1307,"Music, Slice of Life, Mystery, Romance, School"
2732,7.47,652,Mystery
2734,7.11,2679,"Comedy, Sci-Fi"
2735,5.74,8780,"Action, Adventure, Fantasy"
2737,5.26,3409,"Comedy, Horror"
2740,8.38,1456,"Comedy, Sports, Drama, Shounen"
2742,5.88,7597,"Comedy, Demons, Ecchi, Shounen"
2743,5.28,11937,Music
2744,5.71,11187,"Action, Adventure, Kids"
2745,7.81,983,"Comedy, Harem, Romance, Supernatural, Shounen"
2746,7.05,3299,"Action, Comedy, Horror, Mystery, Vampire"
2748,7.15,12282,"Comedy, Kids, Fantasy"
2751,7.39,3173,"Comedy, Historical, School, Seinen, Sports"
2752,6.77,7725,"Action, Adventure, Mecha, Sci-Fi, Shounen"
2753,8.13,2224,"Action, Supernatural, Fantasy"
2756,5.9,6259,Slice of Life
2759,7.41,2858,Hentai
2760,6.35,3996,"Game, Adventure, Kids, Fantasy"
2761,8.27,1472,"Comedy, Shounen, Sports"
2762,6.49,6443,Hentai
2763,6.23,1669,"Action, Police, Magic, Fantasy"
2764,7.37,3034,"Action, Comedy, Sci-Fi"
2765,6.1,5248,"Action, Sci-Fi, Ecchi, Mecha"
2766,7.53,3006,"Action, Adventure, Comedy, Fantasy, Josei"
2767,6.51,2948,"Action, Mecha, Military, Sci-Fi, Space"
2768,7.34,4133,"Action, Sci-Fi, Mecha, Shounen"
2769,7.75,1395,Comedy
2770,7.9,359,"Action, Adventure, Drama, Fantasy, Mystery, Sci-Fi"
2772,7.51,3089,"Action, Military, Sci-Fi, Space, Drama, Mecha"
2773,5.56,1808,"Action, Comedy, School"
2775,8.31,827,"Slice of Life, Supernatural, Fantasy"
2776,6.65,6438,"Demons, Hentai, Supernatural"
2777,7.55,3309,"Comedy, Drama, Slice of Life"
2778,6.61,3830,"Action, Mecha, School"
2779,6.58,3410,"Sci-Fi, Adventure"
2780,7.02,836,"Action, Military, Sci-Fi, Harem, Drama, Romance, Ecchi, Martial Arts, Seinen"
2781,6.38,4469,"Magic, Romance"
2782,7.97,2315,"Action, Military, Sci-Fi, Space, Drama, Mecha"
2786,7.29,7499,"Slice of Life, Comedy, Romance, Shoujo"
2787,7.57,244,"Action, Sci-Fi, Mystery, Super Power"
2788,6.05,5428,"Action, Fantasy, Historical"
2789,7.37,2341,"Action, Mystery, Horror, Drama, Martial Arts, Fantasy, School"
2790,7.44,1759,"Slice of Life, Drama, Romance, Shoujo, Shoujo Ai"
2791,6.82,2845,"Romance, School, Shoujo"
2792,5.73,11303,"Adventure, Kids"
2793,5.84,3745,"Action, Sci-Fi"
2794,6.67,4225,"Adventure, Police, Romance, Music, Sci-Fi"
2795,6.91,4720,Hentai
2796,7.17,3687,Sports
2797,7.06,7121,"Action, Mecha, Sci-Fi"
2798,6.78,8036,"Action, Martial Arts, Fantasy, Shounen"
2800,6.37,4526,"Adventure, Drama, Romance, Mecha"
2801,7.79,4696,"Mystery, Shounen"
2803,7.25,969,"Action, Martial Arts, Super Power"
2804,6.53,4488,"Action, Historical, Martial Arts, Samurai, Seinen"
2805,6.83,4957,"Drama, Shoujo, Sports"
2808,6.83,2495,"Sci-Fi, Drama, Shoujo Ai"
2809,8.03,394,"Mystery, Comedy, Dementia, Psychological, Drama"
2810,6.89,2111,"Comedy, Ecchi, Harem, Romance, Sci-Fi"
2811,6.48,5479,"Action, Sci-Fi, Space, Mecha, School, Seinen"
2813,7.32,3049,"Demons, Supernatural"
2814,7.5,3288,"Comedy, Parody, School"
2815,6.91,2269,"Comedy, Ecchi"
2818,7.31,2073,"Mystery, Comedy, Historical, Demons, Supernatural, Drama, Shounen"
2819,7.27,4853,"Music, Drama"
2820,6.74,3514,"Comedy, Romance, School, Shounen"
2821,8.43,240,"Adventure, Historical, Romance, Fantasy"
2824,7.43,456,"Action, Adventure, Supernatural, Magic, Ecchi, Fantasy, Shounen"
2826,5.28,3598,"Comedy, Ecchi, Romance, School, Seinen, Sports"
2827,7.08,5473,Hentai
2828,4.22,14010,"Kids, Parody"
2830,7.34,2496,"Slice of Life, Comedy, School"
2831,7.05,7607,"Action, Music, Comedy, Magic, Fantasy, Shoujo"
2832,7.37,3824,"Adventure, Police, Comedy, Mystery, Shounen"
2834,7.33,2222,"Action, Comedy, Magic, Shounen, Super Power"
2835,7.2,3232,"Demons, Horror, Sci-Fi, Supernatural"
2836,7.84,1182,"Adventure, Comedy, Demons, Fantasy, Shoujo"
