,score,popularity,genre
3259,7.71,2208,"Action, Comedy, School, Shounen"
3260,7.41,597,"Action, Adventure, Comedy, Fantasy, Shounen"
3261,5.79,8399,"Action, Seinen, Supernatural"
3262,7.38,386,"Action, Mystery, Super Power, Thriller"
3263,7.35,1561,"Drama, Romance, Supernatural"
3264,7.81,3339,"Action, Military, Romance, Sci-Fi, Space"
3265,6.99,2031,"Comedy, Drama, Hentai, Romance, Yaoi"
3267,6.82,7119,"Action, Adventure, Martial Arts, Romance, Drama"
3268,7.81,78,"Harem, Comedy, Romance, School, Shounen"
3269,7.99,1173,"Action, Adventure, Fantasy, Magic, Shounen"
3271,7.98,1843,"Adventure, Comedy, Romance, Shounen"
3272,7.35,1095,"Action, Sci-Fi, Mecha"
3275,8.05,290,"Action, Adventure, Comedy, Historical, Samurai, Fantasy, Seinen"
3278,4.5,12003,"Sci-Fi, Slice of Life, Comedy, Kids, School"
3280,6.75,5678,Hentai
3281,6.71,4805,"Action, Adventure, Comedy, Fantasy, Sci-Fi, Supernatural"
3282,6.83,4242,"Comedy, School"
3284,7.58,2499,"Comedy, Historical, Parody"
3286,5.55,4841,"Seinen, Slice of Life"
3287,4.95,13290,Music
3288,7.96,1324,"Action, Sci-Fi, Drama, Martial Arts, Shounen"
3289,6.53,6060,"Romance, School, Shoujo"
3290,6.92,3974,"Comedy, Romance, School, Shoujo"
3291,7.2,4382,"Action, Shounen, Sports"
3292,6.21,10748,"Action, Sci-Fi, Comedy, Parody"
3293,7.61,1738,"Drama, Romance, School, Shounen Ai, Slice of Life"
3294,6.52,5904,"Action, Sci-Fi, Martial Arts, Samurai"
3295,7.28,2260,"Comedy, Drama, Romance, Sci-Fi, Slice of Life"
3298,7.5,1046,"Action, Drama, Mecha, Music, Mystery, Psychological, Romance, Sci-Fi"
3300,7.31,428,"Action, Sci-Fi, Seinen"
3302,4.89,8748,"Action, Adventure, Seinen, Thriller"
3304,6.6,3810,"Action, Demons, Supernatural"
3305,7.6,2536,"Adventure, Drama, Fantasy, Magic, Mecha, Romance, Shoujo"
3306,5.76,6117,"Comedy, Romance, Ecchi, School"
3307,4.53,12663,Comedy
3308,6.3,8145,"Action, Historical"
3309,5.71,4689,"Action, Comedy, Historical"
3310,7.35,1883,"Action, Drama, Mecha, School, Sci-Fi"
3311,6.92,9129,"Drama, Romance"
3313,6.65,9363,"Adventure, Fantasy, Comedy, Shounen"
3314,7.31,1255,"Action, Sci-Fi, Adventure, Comedy, Fantasy, Shounen"
3316,6.78,1637,"Action, Mecha"
3318,7.38,2347,"Action, Game, Mystery, Shounen"
3320,8.15,1210,"Action, Drama, Fantasy, Horror, Supernatural"
3321,7.3,652,"Harem, Music, Comedy, Romance, School, Shoujo"
3322,6.95,5045,Hentai
3323,6.97,2149,Comedy
3324,6.89,4620,"Slice of Life, Fantasy, Comedy"
3325,7.52,4112,"Adventure, Fantasy, Comedy"
3326,7.45,4159,"Adventure, Shounen, Supernatural"
3327,7.19,5334,"Action, Fantasy, Martial Arts, Super Power, School"
3329,5.74,12653,Kids
3331,5.9,3936,"Comedy, Ecchi, Fantasy, Shoujo Ai, Yuri"
3332,7.14,882,"Action, Comedy, Fantasy, Parody, Sci-Fi, Supernatural"
3333,6.4,8397,"Historical, Kids, Parody"
3334,7.16,3370,"Action, Comedy, Harem, Mecha, Sci-Fi, Shounen"
3335,6.17,6539,"Adventure, Comedy, Kids, Mecha, Sci-Fi, Shounen"
3337,6.7,3269,"Psychological, Mecha, Military, Supernatural, Drama"
3338,7.95,860,"Slice of Life, Comedy, Demons, Drama, Fantasy"
3339,8.37,1894,"Action, Sci-Fi, Comedy, Historical, Parody"
3340,7.26,5477,"Comedy, Drama, School, Shoujo"
3342,6.83,924,"Comedy, Harem, Romance"
3343,6.45,4074,"Action, Fantasy, Military, Sci-Fi"
3345,6.59,7314,"Comedy, Romance, School, Shoujo"
3346,8.06,3122,"Comedy, School, Shounen"
3347,8.06,888,"Action, Adventure, Demons, Drama, Fantasy, Horror, Military, Seinen, Supernatural"
3349,8.14,1939,"Adventure, Mystery, Comedy, Police, Shounen"
3350,6.37,8921,"Comedy, Kids"
3351,6.91,1337,"Action, Supernatural, Magic, Romance, Fantasy, Shounen"
3352,5.54,5581,"Horror, School, Shounen"
3353,7.5,3069,"Action, Comedy, School"
3354,7.58,1545,"Comedy, Romance, School, Shounen"
3355,6.81,4565,"Game, Kids"
3356,6.33,6082,"Slice of Life, Comedy, Ecchi, School"
3357,6.84,3399,"Comedy, Shounen, Sports"
3359,7.41,3799,"Comedy, Mecha, Sci-Fi"
3360,7.36,3365,"Action, Adventure, Historical"
3361,6.75,7378,Adventure
3362,6.65,6733,"Magic, Supernatural"
3363,7.54,1692,"Action, Sci-Fi, Super Power"
3364,6.87,2975,"Comedy, Drama, Romance, Ecchi"
3365,6.11,13153,"Drama, Fantasy, Mystery"
3367,7.46,4682,Comedy
3368,7.74,3307,"Comedy, Drama, Romance, Shounen"
3369,4.48,11051,"Music, Comedy, Kids"
3370,7.01,5314,"Action, Mecha, School, Sci-Fi, Seinen"
3371,7.58,3148,Hentai
3372,6.66,5611,"Action, Comedy, Mecha, Sci-Fi, Super Power"
3373,6.82,1607,"Game, School, Seinen"
3374,7.17,1634,"Adventure, Drama, Fantasy, Mecha, Romance, Sci-Fi, Shoujo"
3375,7.96,2887,"Sci-Fi, Adventure, Space, Drama"
3377,6.8,4102,"Comedy, Fantasy, Shoujo, Supernatural"
3378,5.66,4587,"Comedy, Sports, Drama, Seinen"
3379,7.52,1790,"Slice of Life, Comedy, Supernatural"
3380,4.75,12439,Kids
3381,4.92,13237,"Comedy, Parody, Super Power"
3382,6.89,7146,"Fantasy, Magic, Shoujo"
3384,7.65,1424,"Action, Comedy, Magic, Fantasy"
3385,7.45,1159,"Action, Adventure, Comedy, Fantasy, Magic, Shounen"
3386,8.44,140,"Action, Adventure, Magic, Fantasy, Shounen"
3387,6.13,6457,Hentai
3389,8.38,1664,"Military, Historical, Drama, Romance, Shoujo"
3391,7.24,1059,"Action, Comedy, Fantasy, Shounen, Supernatural, Vampire"
3392,7.87,484,"Action, Comedy, Super Power, Martial Arts, Shounen"
3393,5.78,10195,"Comedy, Parody"
3394,6.75,10092,"Action, Historical, Martial Arts, Fantasy"
3395,6.84,3723,"Fantasy, Shoujo, Supernatural"
3396,7.2,7225,"Action, Sports, Drama"
3397,6.92,9413,"Mecha, Shounen"
3398,6.64,5534,"Action, Romance, Shoujo, Sports"
3399,7.57,465,"Comedy, Demons, Supernatural, School, Shounen"
3400,7.61,3754,"Action, Historical, Supernatural, Drama, Samurai"
3401,7.98,737,"Comedy, Romance"
3403,7.63,860,"Sci-Fi, Comedy, Parody"
3404,8.92,39,"Adventure, Supernatural, Drama"
3405,7.36,1600,"Action, Shounen, Sports"
3406,6.78,1142,"Action, Historical, Mecha, Sci-Fi"
3408,7.62,2005,"Mecha, Police, Psychological, Sci-Fi"
3412,6.3,4818,"Slice of Life, Comedy, Parody, Magic, School"
3413,7.03,1096,"Adventure, Comedy, Kids, Drama, Fantasy"
3414,6.39,6487,"Romance, School, Shoujo"
3415,6.15,5064,Hentai
3416,6.99,2916,"Action, Adventure, Comedy, Fantasy, Kids"
3417,6.67,3837,"Comedy, Drama, Sci-Fi"
3418,6.88,2220,"Harem, Comedy, Romance, Ecchi, School"
3419,7.28,3908,Hentai
3422,5.64,10241,"Action, Adventure, Fantasy"
3424,8.1,389,"Drama, Romance, School, Slice of Life"
3425,6.1,7976,"Comedy, Fantasy"
3426,6.67,4522,"Action, Adventure, Drama, Historical, Sci-Fi, Seinen"
3427,6.58,3117,"Comedy, Music, Slice of Life"
3430,6.74,2879,"Comedy, Music, School"
3431,6.97,2219,"Comedy, Fantasy, Harem, Romance, Shoujo"
3432,5.7,3733,"Comedy, Sports"
3433,6.85,5548,Hentai
3434,4.78,2830,"Comedy, Slice of Life"
3436,6.65,2766,"Adventure, Fantasy, Game, Magic, Mystery, Sci-Fi"
3437,7.73,3108,"Action, Cars, Sports, Drama, Seinen"
3439,6.71,491,"Action, Mystery, Horror, Supernatural, Vampire, School"
3440,6.98,5324,"Action, Game, Shounen"
3443,7.31,3405,"Comedy, Romance, School"
3444,7.6,281,"Drama, Romance, Ecchi, School, Seinen"
3447,7.11,5096,"Fantasy, Romance, Slice of Life"
3448,5.36,6139,"Action, Martial Arts"
3449,6.62,1792,"Comedy, Drama, Ecchi, Fantasy, Harem, Magic, Romance, School, Seinen"
3450,6.69,8625,"Sports, School, Drama"
3453,6.21,5720,"Hentai, School"
3454,6.56,5714,Hentai
3456,6.73,4036,"Comedy, Military, Sci-Fi, Shounen"
3457,5.52,7104,Sports
3461,6.26,4628,Parody
3463,7.41,6014,"Fantasy, Music, Romance, Shoujo"
3464,6.83,3634,"Music, Comedy, School"
3466,7.99,2715,"Comedy, Sports, Drama, School, Shounen"
3467,6.56,5542,"Drama, Romance"
3468,7.51,3456,"Slice of Life, Comedy"
3469,6.72,4887,"Comedy, Fantasy, Slice of Life"
3471,7.72,1766,"Action, Magic, Comedy, Super Power, Drama"
3472,7.8,3040,"Action, Adventure, Horror, Shounen, Vampire"
3473,8.49,87,"Action, Mystery, Comedy, Historical, Supernatural"
3474,7.32,4638,"Comedy, Sci-Fi"
3475,6.91,2238,"Comedy, Ecchi, Fantasy"
3476,7.1,1443,"Action, Seinen, Supernatural"
3479,4.25,13706,"Comedy, Kids"
3480,7.61,459,"Slice of Life, Comedy, Romance, School, Seinen"
3481,7.19,2719,"Action, Sci-Fi"
3482,7.55,4034,"Comedy, Parody"
3483,6.29,8488,"Action, Military, Sci-Fi, Space, Comedy, Parody, Mecha"
3485,8.55,54,"Ecchi, School, Shounen"
3486,6.69,4772,"Comedy, Magic"
3487,8.5,482,"Adventure, Supernatural"
3489,7.4,1421,"Adventure, Fantasy, Shounen"
3490,7.72,998,"Adventure, Supernatural, Fantasy, Shounen"
3491,7.83,578,"Action, Sci-Fi, Comedy, Parody, Super Power, Supernatural, Seinen"
3492,7.6,337,"Action, Sci-Fi, Adventure, Mecha"
3497,7.75,1278,"Adventure, Demons, Drama, Fantasy, Historical, Romance, Shounen, Supernatural"
3499,4.87,3800,Music
3502,6.84,6773,Hentai
3503,7.25,4518,"Action, Fantasy, Magic, Super Power, Supernatural"
3509,7.31,3371,"Action, Adventure, Comedy, Fantasy, Shounen, Super Power"
3510,4.88,14074,Adventure
3516,7.23,1683,"Comedy, Romance, Slice of Life"
3517,6.9,1458,"Adventure, Comedy, Mecha, Sci-Fi"
3518,7.28,3001,"Action, Comedy, Fantasy"
3519,6.72,4717,"Action, Sci-Fi, Adventure, Magic, Vampire, Fantasy"
3521,7.7,2793,"Slice of Life, Sports, Drama, School"
3522,6.95,5049,"Adventure, Historical, Drama, Romance"
3523,6.65,2283,"Comedy, Drama, Ecchi, School, Slice of Life"
3524,7.54,910,"Mystery, Psychological, Sci-Fi, Supernatural"
3527,7.09,3112,"Comedy, Historical"
3529,6.48,1911,"Comedy, Music, Slice of Life"
3531,7.18,3788,"Music, Comedy, Shounen"
3532,6.45,6095,"Hentai, School"
3533,6.87,2549,"Action, Ecchi, Comedy, Super Power, Supernatural, School, Shounen"
3535,5.26,6895,Magic
3536,6.66,5788,"Action, Adventure, Military, Sci-Fi, Space"
3537,8.59,1464,"Action, Sci-Fi, Comedy, Historical, Parody, Samurai, Shounen"
3538,6.02,3868,"Adventure, Comedy, Drama, Mecha, Military, Sci-Fi, Space"
3539,6.87,4503,"Comedy, Kids"
3543,6.38,4693,Comedy
3544,6.51,2078,"Comedy, Ecchi, Harem, Romance"
3546,6.61,319,"Action, Comedy, Magic, Fantasy, Shounen"
3547,6.91,2558,"Adventure, Drama, Mecha, Military, Sci-Fi"
3548,7.86,4061,"Comedy, Martial Arts, School, Shounen"
3549,7.8,3013,"Drama, Historical"
3551,6.38,9555,"Action, Historical, Martial Arts, Fantasy"
3553,8.5,282,"Ecchi, School, Shounen"
3554,7.04,7891,"Comedy, Seinen"
3556,7.71,301,"Adventure, Magic, Romance, Ecchi, Fantasy"
3557,5.3,12153,"Adventure, Sci-Fi"
3559,5.23,6845,"Historical, Supernatural"
3561,7.96,3298,"Action, Historical, Supernatural, Drama, Samurai, Josei"
3564,8.12,3186,"Action, Adventure, Drama, Shounen"
3565,7.2,3428,Shoujo
3566,7.32,2244,"Adventure, Comedy, Fantasy, Sci-Fi, Shounen"
3567,6.49,2864,"Action, Adventure, Comedy, Fantasy, Kids"
3568,7.7,2179,"Comedy, Parody"
3570,6.67,204,"Action, Adventure, Comedy, Fantasy, Magic, Sci-Fi, Shounen, Super Power"
3573,6.61,4223,"Harem, Romance, Fantasy, Shoujo"
3574,7.83,170,"Comedy, Drama, Romance, School, Shoujo, Slice of Life"
3575,7.88,1058,"Action, Sci-Fi, Space, Mecha, Seinen"
3577,8.05,436,"Mystery, Drama, Romance"
3578,8.12,1596,"Adventure, Comedy, Demons, Magic, Fantasy"
3580,6.44,4654,"Drama, Psychological, Sci-Fi"
3583,6.58,2898,"Action, Adventure, Comedy, Fantasy, Kids"
3585,6.37,5247,Hentai
3587,6.24,3644,"Comedy, Kids"
3589,7.72,773,"Adventure, Romance, Fantasy"
3591,7.67,380,"Comedy, School, Shoujo Ai, Slice of Life"
3592,7.19,2918,Comedy
3593,8.33,511,"Action, Sci-Fi, Cars, Sports"
3595,7.15,5996,"Action, Adventure, Sci-Fi, Space"
3597,8.3,879,"Action, Adventure, Demons, Drama, Fantasy, Horror, Military, Seinen, Supernatural"
3598,5.59,7557,"Drama, School"
3599,6.73,11901,"Comedy, Kids, Slice of Life"
3600,7.18,2595,"Drama, Historical"
3601,7.13,962,"Action, Supernatural, Magic, Thriller, Fantasy"
3603,6.92,3119,"Slice of Life, Comedy, Drama, Seinen"
3604,7.2,4000,"Action, Drama, Martial Arts"
3605,7.0,4723,"Comedy, Parody, Magic, Ecchi, Vampire"
3606,5.03,12688,"Music, Dementia"
3607,6.87,5011,"Slice of Life, Seinen"
3609,8.12,1509,"Slice of Life, Comedy, School"
3610,6.85,3815,Comedy
3611,3.58,11750,"Slice of Life, Comedy, Kids"
3612,7.08,9216,"Comedy, Seinen"
3613,6.22,3622,"Adventure, Mecha, Drama, Sci-Fi"
3614,6.56,8878,"Mecha, Sci-Fi, Shounen"
3617,4.71,9565,"Comedy, Supernatural"
3618,6.76,6983,"Comedy, Magic, Seinen"
3619,5.79,9471,"Historical, Drama"
3623,7.68,121,"Action, Super Power, Supernatural"
3625,7.25,8145,"Drama, Historical"
3626,5.87,7782,"Action, Super Power, Magic"
3627,7.11,3823,"Action, Drama, Military, Romance, Shounen"
3628,7.59,225,"Harem, Slice of Life, Comedy, Romance, School"
3629,5.09,4571,"Action, Military, Sci-Fi, Space, Mecha"
3633,6.39,7516,"Comedy, School"
3636,7.79,2848,"Drama, Romance, School, Shoujo, Shoujo Ai"
3637,7.66,2415,"Action, Sci-Fi, Comedy, Super Power, Fantasy, Shounen"
3638,6.64,5952,"Action, Comedy, Police, Shounen"
3639,6.75,2230,"Adventure, Comedy, Fantasy, Kids"
3640,6.85,1810,"Slice of Life, Comedy, School, Seinen"
3642,7.31,131,"Action, Drama, Fantasy, Horror"
3643,7.19,256,"Sci-Fi, Comedy, Super Power, Supernatural, Romance"
3644,6.78,3484,"Action, Adventure, Supernatural, Drama, Vampire, Fantasy"
3645,7.31,5577,Music
3646,6.73,3260,"Comedy, Supernatural, Romance, Fantasy, Josei, Shounen Ai"
3648,6.96,3115,"Harem, Romance, Shoujo"
3649,7.4,969,"Slice of Life, Mystery, School"
3651,7.43,4032,"Action, Space, Mecha, Military, Sci-Fi"
3652,7.15,4357,"Ecchi, Comedy, Romance, Sci-Fi"
3653,7.68,1357,"Adventure, Comedy, Demons, Drama, Fantasy, Historical, Romance, Shounen, Super Power"
3654,6.23,4903,"Historical, Romance"
3656,4.87,8201,"Action, Adventure, Comedy, Shounen"
3657,7.22,1764,"Seinen, Slice of Life, Supernatural"
3658,7.23,2259,"Harem, Music, School, Shoujo"
3660,6.22,5726,Mystery
3661,7.05,6105,"Action, Adventure, Comedy, Seinen"
3665,6.95,1467,"Action, Fantasy, Martial Arts, Sports, Comedy, Shounen"
3666,6.13,7694,"Fantasy, Game, Comedy"
3667,6.47,5604,"School, Sci-Fi"
3668,7.98,791,"Action, Mecha, Military, Music, Romance, Sci-Fi, Space"
3669,6.55,9006,"Music, Slice of Life, School, Shoujo"
3670,7.39,5365,"Adventure, Fantasy, Comedy, Drama, Kids"
3674,6.78,8577,Shounen
3676,6.8,550,"Adventure, Harem, Comedy, Magic, Romance, Fantasy"
3677,5.58,7888,"Comedy, Mecha, Sci-Fi"
3678,7.47,2152,Ecchi
3679,7.43,667,"Action, Comedy, Drama"
3680,6.38,1417,"Action, School, Shoujo Ai"
3682,6.9,1727,"Action, Adventure, Historical, Samurai, Supernatural"
3684,5.67,12669,Dementia
3685,6.48,6181,"Action, Sci-Fi, Seinen"
3686,6.77,5748,"Action, Adventure, Cars, Comedy, Sci-Fi, Shounen"
3688,6.6,2107,"Horror, Mystery, Psychological, Supernatural"
3689,6.63,7295,"Comedy, Drama, Kids, Slice of Life"
3691,5.2,6825,"Comedy, Ecchi, Magic"
3693,3.19,13438,Comedy
3694,6.78,4251,"Action, Sci-Fi, Adventure, Comedy, Kids, Fantasy"
3695,7.89,859,"Adventure, Comedy, Magic, Fantasy, School"
3698,7.15,5076,Comedy
3700,7.11,2319,"Comedy, Romance, Slice of Life"
3702,5.76,3329,"Hentai, Yaoi"
3703,6.97,1190,"Action, Supernatural, Magic, Fantasy"
3704,6.32,6536,"Adventure, Fantasy, Kids"
3706,7.35,7743,"Shounen, Sports"
3707,7.2,2077,"Action, Adventure, Demons, Game, Shounen"
3709,7.14,3171,"Comedy, Supernatural, Magic, Romance, Ecchi"
3710,7.98,1859,"Comedy, Parody, Romance, School"
3711,7.41,1050,"Action, Demons, Fantasy, Shounen, Supernatural"
3712,5.9,3173,"Sci-Fi, Mecha"
3713,8.44,390,"Drama, Josei, Music, Romance, School"
3716,7.89,728,"Action, Adventure, Comedy, Fantasy, Kids"
3717,6.55,7150,"Action, Military, Sci-Fi, Space"
3718,6.45,11936,"Adventure, Fantasy"
3719,7.73,1595,"Action, Adventure, Comedy, Seinen"
3720,7.13,3688,Hentai
3721,6.39,2405,"Comedy, Slice of Life"
3722,5.33,5497,"Adventure, Mystery, Horror, Demons, Psychological, Supernatural, Drama, Fantasy, School"
3723,6.52,5343,"Action, Sci-Fi, Mystery, Seinen"
3724,6.55,7302,"Comedy, Drama, Romance"
3725,7.42,2053,"Action, Sports, Martial Arts, Shounen"
3727,7.72,470,"Action, Super Power, Supernatural, Thriller"
3728,6.3,7348,Action
3731,6.89,5878,Hentai
3732,5.87,11724,"Comedy, Kids, Super Power"
3736,7.29,6148,"Action, Mecha"
3737,7.58,4758,"Drama, Historical, Psychological, Seinen"
3738,6.68,2553,"Slice of Life, School"
3739,6.4,1406,"Action, Sci-Fi, Drama, Mecha"
3740,7.26,6297,"Slice of Life, Drama, Romance"
3742,6.66,6761,"Comedy, Parody, School, Sci-Fi, Shounen"
3743,7.15,2018,"Adventure, Drama, Martial Arts, Romance, Shounen, Supernatural"
3744,7.29,2391,"Comedy, Ecchi, School, Seinen"
3745,6.18,6536,Hentai
3746,6.52,4986,"Adventure, Hentai, Magic, Sci-Fi"
3748,6.52,3175,"Comedy, Fantasy, Magic, Slice of Life"
3749,5.14,4906,"Comedy, Ecchi, Harem, Romance, Seinen"
3750,6.48,4948,"Comedy, Romance, School, Shoujo"
3751,6.18,8474,"Horror, Mystery, Supernatural"
3752,7.33,2552,"Action, Comedy, Shounen"
3754,6.7,4970,"Slice of Life, Comedy"
3755,8.14,126,"Slice of Life, Romance, School"
3756,7.51,1268,"Action, Game, Shounen"
3757,5.49,2349,"Magic, Fantasy, School"
3758,6.83,8181,"Action, Sci-Fi, Comedy, Police"
3759,6.11,4217,"Adventure, Kids, Fantasy"
3760,6.65,521,"Comedy, Ecchi, Harem, Romance, School, Shounen, Slice of Life, Supernatural"
3762,6.59,5724,"Comedy, Drama, Ecchi, Romance, Seinen"
3766,7.12,1632,"Action, Adventure, Fantasy, Magic"
3767,7.43,4602,"Action, Adventure, Mecha, Sci-Fi, Demons, Horror, Shounen"
3768,6.24,4458,"Horror, Mystery, Psychological, Sci-Fi"
3771,7.25,4322,"Action, Adventure, Drama, Mecha, Sci-Fi, Shounen"
3772,6.42,5415,"Comedy, Magic, Fantasy, School"
3774,6.51,3081,"Comedy, Mecha, Parody"
3775,7.87,6864,"Adventure, Drama, Fantasy, Kids"
3776,6.71,5613,"Comedy, Fantasy, Slice of Life"
3777,7.7,2640,"Slice of Life, Supernatural, Drama, Fantasy, Shoujo"
3778,5.89,4454,Comedy
3779,7.19,3250,"Drama, Mecha, Sci-Fi, Shounen, Sports"
3780,7.35,178,"Action, Harem, Supernatural, Ecchi, Vampire, Fantasy, School"
3781,6.53,499,"Comedy, Romance, Ecchi, School, Shounen"
3782,5.61,7567,Comedy
3783,6.5,13949,"Comedy, Seinen, Sports"
3785,6.42,7291,"Adventure, Comedy, Drama"
3787,7.16,2285,Ecchi
3788,7.72,700,"Slice of Life, Comedy, Parody"
3789,5.87,7964,"Action, Adventure, Psychological, Sci-Fi"
3790,7.39,1335,"Action, Military, Fantasy, Mecha, Shounen"
3791,7.76,2562,"Action, Military, Sci-Fi, Super Power, Mecha, School"
3793,8.34,707,"Comedy, Sports, Drama, Romance, School, Shounen"
3795,5.85,10320,"Sci-Fi, Comedy, Shounen"
3797,7.39,842,"Ecchi, Comedy, Harem, Romance, Demons, School"
3799,7.68,240,"Action, Mystery, Horror, Supernatural, Seinen"
3800,7.24,5073,Hentai
3801,6.55,10784,"Comedy, Historical"
3802,8.67,1,"Mystery, Police, Psychological, Supernatural, Thriller, Shounen"
3804,6.63,1413,"Action, Adventure, Fantasy, Game"
3806,5.66,10314,"Adventure, Seinen"
3807,6.84,2657,"Adventure, Comedy, Drama, Fantasy, Kids"
3808,6.84,5002,"Mecha, Romance, Sci-Fi"
3810,7.53,3846,"Slice of Life, Comedy, Drama, Romance, Shoujo"
3812,6.51,9375,"Comedy, Historical, Shoujo"
3813,5.99,3857,"Comedy, Magic, Parody"
3816,7.72,3384,Music
3818,6.73,5688,"Sci-Fi, Comedy, Police, Mecha"
3819,6.17,9241,"Action, Adventure, Comedy, Shounen"
3820,7.15,2994,"Action, Sci-Fi, Comedy, Ecchi, Shoujo Ai"
3824,6.96,3375,Hentai
3825,7.37,3310,"Comedy, School, Seinen"
3827,7.59,3588,"Mystery, Shounen"
3829,5.61,9973,Comedy
3830,6.37,2465,"Adventure, Fantasy, Harem, Magic"
3831,6.55,4978,"Comedy, Sports, Shounen Ai"
3834,6.67,3262,"Comedy, Romance, Sci-Fi"
3835,7.24,2609,"Action, Police, Space, Comedy, Harem, Mecha, Sci-Fi, Shounen"
3837,5.53,2645,"Comedy, Sports"
3841,7.7,831,"Mystery, Thriller, School"
3843,6.69,5122,"Drama, Magic, Romance, Shounen"
3844,6.79,1307,"Slice of Life, Drama, Fantasy, School"
3846,6.87,7816,"Slice of Life, Drama, Seinen"
3847,7.32,291,"Action, Comedy, Ecchi, Harem, Super Power"
3849,5.0,13434,"Adventure, Kids, Fantasy"
3850,5.78,7717,"Comedy, Magic"
3851,7.37,2291,"Historical, Seinen"
3852,6.11,3901,Comedy
3853,7.2,2246,"Comedy, Romance, School, Sci-Fi"
3855,7.48,1661,"Action, Supernatural, Magic, Fantasy"
3856,7.75,2752,"Action, Comedy, Harem, Sci-Fi, Shounen, Space"
3857,6.85,2990,"Drama, Romance, School, Slice of Life"
3860,6.35,10639,"Sports, Drama, Shounen"
3861,6.68,8497,"Historical, Drama, Romance"
3863,7.08,7818,"Adventure, Drama, Sci-Fi"
3865,5.7,4978,Fantasy
3866,6.45,6989,"Adventure, Comedy, Shounen, Supernatural"
3868,6.58,3201,"Action, Drama, Mecha, Sci-Fi"
3872,6.47,3059,"Sci-Fi, Adventure, Fantasy, Shounen"
3873,6.2,12205,"Drama, Historical"
3874,7.21,628,"Action, Fantasy"
3875,5.88,7940,"Military, Music, Comedy, Parody"
3876,6.45,7168,"Slice of Life, Comedy"
3877,6.82,2617,"Comedy, Ecchi, Harem, Romance, Sci-Fi"
3879,6.25,7323,"Comedy, Slice of Life"
3880,5.15,9628,"Action, Super Power, Drama"
3881,6.56,11043,"Comedy, Kids, Slice of Life"
3883,5.13,12348,Comedy
3884,8.05,3637,"Adventure, Comedy, Fantasy, Kids, Slice of Life"
3885,6.33,8419,"Action, Comedy"
3886,6.18,7267,"Fantasy, Comedy"
3887,6.86,3285,"Action, Comedy, School"
3888,6.91,2784,"Action, Demons, Fantasy, Horror, Romance"
3889,7.39,1942,"Action, Adventure, Comedy, Fantasy, Shounen"
3891,6.43,2025,"Mystery, Supernatural, Drama"
3892,7.69,2498,"Comedy, Shounen"
3893,7.56,250,"Action, Adventure, Harem, Comedy, Magic, Romance, Ecchi, Fantasy, School"
3894,6.88,5594,"Action, Sci-Fi, Adventure, Comedy, Drama, Romance"
3895,7.03,3913,"Music, Kids, Drama, Fantasy"
3896,7.04,2548,"Action, Comedy, Mecha, Sci-Fi"
3897,8.49,2,"Action, Military, Mystery, Super Power, Drama, Fantasy, Shounen"
3899,4.61,9591,"Comedy, Horror"
3900,6.55,4622,Sci-Fi
3901,7.35,1333,"Comedy, School, Shounen, Slice of Life"
3904,7.26,3373,"Comedy, Ecchi, Harem, Romance, School, Sci-Fi, Shounen"
3905,6.59,4530,"Action, Police, Martial Arts, Romance, Drama, Seinen"
3906,6.6,3359,"Adventure, Comedy, Romance"
3907,5.98,4733,"Action, Supernatural, Demons, Drama, Horror, Sci-Fi, Shoujo"
3908,7.34,1147,"Action, Drama, Fantasy"
3909,7.32,2119,"Mecha, Police, Psychological, Sci-Fi"
3910,6.25,9005,"Action, Sci-Fi"
3911,8.48,216,"Sci-Fi, Dementia, Psychological, Drama, Mecha"
3912,4.99,10671,"Comedy, Parody"
3914,6.37,6376,"Horror, Mystery"
3916,7.21,6028,"Action, Police, Comedy, Seinen"
3917,6.61,3943,"Drama, Music, Romance, Sports, Yaoi"
3918,6.15,9581,"Adventure, Comedy, Fantasy, Mecha, Shounen"
3919,5.34,6350,"Drama, Romance"
3922,6.3,9924,"Action, Comedy, Sports, Shounen"
3925,7.11,6654,"Sci-Fi, Comedy, Historical, Seinen"
3927,5.74,7308,"Action, Martial Arts, Fantasy"
3932,6.96,7481,"Historical, Drama, Romance, Shoujo"
3933,8.38,132,"Comedy, Psychological, Drama, Romance"
3934,6.2,4825,"Action, Demons, Fantasy, Horror, Supernatural"
3936,6.63,5112,Hentai
3937,7.05,4840,Hentai
3938,8.4,169,"Action, Supernatural, Magic, Fantasy"
3939,5.54,7983,Music
3940,6.04,10358,"Comedy, Kids"
3941,7.33,5023,"Action, Adventure, Romance, Sci-Fi"
3943,6.41,889,"Comedy, Ecchi, Romance, Shounen, Supernatural"
3946,6.29,5459,Comedy
3947,4.6,11023,"Comedy, Kids"
3952,6.48,5123,"Adventure, Fantasy"
3954,6.87,4607,"Adventure, Cars, Sports, Shounen"
3955,6.94,6543,"Action, Game, Kids"
3956,8.18,1441,"Action, Adventure, Martial Arts, Shounen, Super Power, Supernatural"
3957,8.47,3294,"Slice of Life, Supernatural, Drama, Fantasy, Shoujo"
3958,6.0,4856,Parody
3960,7.07,4402,Hentai
3962,7.5,2268,"Action, Fantasy, Comedy, Super Power, Shounen"
3963,6.64,7899,"Adventure, Comedy, Magic, Fantasy"
3964,6.62,3484,"Action, Supernatural, Vampire"
3965,6.26,9772,"Action, Historical"
3966,4.92,8730,Mecha
